处方类型,CV_ka,CV_V,样本量,试验编号,GMR (%),90% CI 低 (%),90% CI 高 (%),均值差 (log),SE,是否通过BE
优质处方,0.2,0.15,12,329,104.82,98.72,111.29,0.047,0.0334,通过
优质处方,0.2,0.15,12,330,98.42,89.4,108.35,-0.016,0.0535,通过
优质处方,0.2,0.15,12,331,94.94,85.27,105.7,-0.052,0.0598,通过
优质处方,0.2,0.15,12,332,93.01,84.92,101.87,-0.0725,0.0507,通过
优质处方,0.2,0.15,12,333,102.93,95.46,110.99,0.0289,0.042,通过
优质处方,0.2,0.15,12,334,93.99,87.96,100.44,-0.062,0.0369,通过
优质处方,0.2,0.15,12,335,92.05,83.02,102.07,-0.0828,0.0575,通过
优质处方,0.2,0.15,12,336,95.63,89.42,102.27,-0.0447,0.0374,通过
优质处方,0.2,0.15,12,337,92.66,82.36,104.25,-0.0762,0.0656,通过
优质处方,0.2,0.15,12,338,105.9,98.16,114.25,0.0574,0.0423,通过
优质处方,0.2,0.15,12,339,105.64,95.65,116.68,0.0549,0.0553,通过
优质处方,0.2,0.15,12,340,96.62,88.49,105.5,-0.0344,0.049,通过
优质处方,0.2,0.15,12,341,101.06,91.59,111.52,0.0106,0.0548,通过
优质处方,0.2,0.15,12,342,106.79,97.19,117.33,0.0657,0.0524,通过
优质处方,0.2,0.15,12,343,106.63,95.5,119.07,0.0642,0.0614,通过
优质处方,0.2,0.15,12,344,107.09,98.89,115.96,0.0685,0.0443,通过
优质处方,0.2,0.15,12,345,100.07,92.22,108.57,0.0007,0.0454,通过
优质处方,0.2,0.15,12,346,98.85,92.62,105.49,-0.0116,0.0362,通过
优质处方,0.2,0.15,12,347,97.33,89.22,106.18,-0.027,0.0484,通过
优质处方,0.2,0.15,12,348,103.39,92.19,115.95,0.0334,0.0638,通过
优质处方,0.2,0.15,12,349,102.08,94.78,109.96,0.0206,0.0414,通过
优质处方,0.2,0.15,12,350,99.75,89.28,111.45,-0.0025,0.0617,通过
优质处方,0.2,0.15,12,351,106.33,96.3,117.4,0.0614,0.0551,通过
优质处方,0.2,0.15,12,352,102.55,93.05,113.01,0.0252,0.0541,通过
优质处方,0.2,0.15,12,353,104.27,97.61,111.38,0.0418,0.0368,通过
优质处方,0.2,0.15,12,354,102.08,96.12,108.4,0.0206,0.0335,通过
优质处方,0.2,0.15,12,355,105.59,95.81,116.37,0.0544,0.0541,通过
优质处方,0.2,0.15,12,356,96.88,89.11,105.32,-0.0317,0.0465,通过
优质处方,0.2,0.15,12,357,109.73,100.65,119.62,0.0928,0.0481,通过
优质处方,0.2,0.15,12,358,107.6,95.33,121.45,0.0732,0.0674,通过
优质处方,0.2,0.15,12,359,97.71,91.95,103.83,-0.0232,0.0338,通过
优质处方,0.2,0.15,12,360,113.09,106.28,120.34,0.123,0.0346,通过
优质处方,0.2,0.15,12,361,102.78,94.03,112.33,0.0274,0.0495,通过
优质处方,0.2,0.15,12,362,107.47,98.64,117.08,0.072,0.0477,通过
优质处方,0.2,0.15,12,363,90.32,80.55,101.28,-0.1018,0.0637,通过
优质处方,0.2,0.15,12,364,99.6,91.42,108.51,-0.004,0.0477,通过
优质处方,0.2,0.15,12,365,102.18,94.43,110.56,0.0216,0.0439,通过
优质处方,0.2,0.15,12,366,103.29,94.04,113.45,0.0324,0.0523,通过
优质处方,0.2,0.15,12,367,104.49,95.39,114.46,0.044,0.0507,通过
优质处方,0.2,0.15,12,368,104.43,98.44,110.79,0.0434,0.0329,通过
优质处方,0.2,0.15,12,369,106.05,94.9,118.51,0.0587,0.0618,通过
优质处方,0.2,0.15,12,370,95.74,91.18,100.53,-0.0435,0.0272,通过
优质处方,0.2,0.15,12,371,94.68,86.25,103.93,-0.0547,0.0519,通过
优质处方,0.2,0.15,12,372,104.01,94.47,114.51,0.0393,0.0536,通过
优质处方,0.2,0.15,12,373,96.57,87.8,106.21,-0.0349,0.053,通过
优质处方,0.2,0.15,12,374,105.88,98.42,113.9,0.0571,0.0407,通过
优质处方,0.2,0.15,12,375,98.06,91.24,105.4,-0.0196,0.0402,通过
优质处方,0.2,0.15,12,376,101.76,94.36,109.75,0.0175,0.0421,通过
优质处方,0.2,0.15,12,377,107.63,99.03,116.99,0.0736,0.0464,通过
优质处方,0.2,0.15,12,378,104.74,97.09,113.0,0.0463,0.0423,通过
优质处方,0.2,0.15,12,379,92.29,83.02,102.61,-0.0802,0.059,通过
优质处方,0.2,0.15,12,380,99.56,92.49,107.17,-0.0044,0.041,通过
优质处方,0.2,0.15,12,381,100.39,92.36,109.13,0.0039,0.0465,通过
优质处方,0.2,0.15,12,382,110.18,103.07,117.78,0.0969,0.0371,通过
优质处方,0.2,0.15,12,383,102.37,94.4,111.0,0.0234,0.0451,通过
优质处方,0.2,0.15,12,384,95.26,85.8,105.76,-0.0486,0.0582,通过
优质处方,0.2,0.15,12,385,102.56,96.89,108.57,0.0253,0.0317,通过
优质处方,0.2,0.15,12,386,110.14,101.79,119.18,0.0966,0.0439,通过
优质处方,0.2,0.15,12,387,108.87,98.43,120.42,0.085,0.0561,通过
优质处方,0.2,0.15,12,388,95.5,85.63,106.52,-0.046,0.0608,通过
优质处方,0.2,0.15,12,389,98.5,90.0,107.79,-0.0151,0.0502,通过
优质处方,0.2,0.15,12,390,99.8,94.38,105.53,-0.002,0.0311,通过
优质处方,0.2,0.15,12,391,104.54,98.44,111.01,0.0444,0.0335,通过
优质处方,0.2,0.15,12,392,94.76,88.07,101.96,-0.0538,0.0408,通过
优质处方,0.2,0.15,12,393,98.4,90.61,106.86,-0.0161,0.0459,通过
优质处方,0.2,0.15,12,394,97.39,88.36,107.35,-0.0264,0.0542,通过
优质处方,0.2,0.15,12,395,108.7,103.43,114.24,0.0834,0.0277,通过
优质处方,0.2,0.15,12,396,106.22,98.07,115.04,0.0603,0.0444,通过
优质处方,0.2,0.15,12,397,100.47,93.93,107.47,0.0047,0.0375,通过
优质处方,0.2,0.15,12,398,98.49,90.7,106.96,-0.0152,0.0459,通过
优质处方,0.2,0.15,12,399,96.92,88.22,106.47,-0.0313,0.0523,通过
优质处方,0.2,0.15,12,400,91.98,84.69,99.91,-0.0836,0.046,通过
优质处方,0.2,0.15,12,401,108.29,99.85,117.44,0.0796,0.0452,通过
优质处方,0.2,0.15,12,402,106.01,96.77,116.13,0.0583,0.0508,通过
优质处方,0.2,0.15,12,403,101.68,91.54,112.93,0.0166,0.0585,通过
优质处方,0.2,0.15,12,404,99.36,91.7,107.65,-0.0064,0.0446,通过
优质处方,0.2,0.15,12,405,101.69,93.27,110.88,0.0168,0.0482,通过
优质处方,0.2,0.15,12,406,101.84,94.61,109.62,0.0182,0.041,通过
优质处方,0.2,0.15,12,407,99.26,93.35,105.55,-0.0074,0.0342,通过
优质处方,0.2,0.15,12,408,103.29,96.92,110.07,0.0323,0.0354,通过
优质处方,0.2,0.15,12,409,102.61,95.98,109.71,0.0258,0.0372,通过
优质处方,0.2,0.15,12,410,101.72,93.73,110.4,0.0171,0.0456,通过
优质处方,0.2,0.15,12,411,96.47,90.19,103.19,-0.0359,0.0375,通过
优质处方,0.2,0.15,12,412,109.9,100.45,120.24,0.0944,0.0501,通过
优质处方,0.2,0.15,12,413,96.04,87.82,105.02,-0.0405,0.0498,通过
优质处方,0.2,0.15,12,414,96.54,91.7,101.63,-0.0352,0.0286,通过
优质处方,0.2,0.15,12,415,103.69,100.43,107.06,0.0362,0.0178,通过
优质处方,0.2,0.15,12,416,96.39,89.89,103.35,-0.0368,0.0389,通过
优质处方,0.2,0.15,12,417,100.33,91.25,110.31,0.0033,0.0528,通过
优质处方,0.2,0.15,12,418,101.43,94.41,108.97,0.0142,0.0399,通过
优质处方,0.2,0.15,12,419,96.33,89.55,103.63,-0.0374,0.0407,通过
优质处方,0.2,0.15,12,420,106.13,96.16,117.13,0.0595,0.0549,通过
优质处方,0.2,0.15,12,421,100.27,90.84,110.67,0.0027,0.055,通过
优质处方,0.2,0.15,12,422,106.47,99.45,113.99,0.0627,0.038,通过
优质处方,0.2,0.15,12,423,105.98,100.88,111.33,0.058,0.0274,通过
优质处方,0.2,0.15,12,424,96.44,87.79,105.95,-0.0362,0.0524,通过
优质处方,0.2,0.15,12,425,107.66,103.97,111.48,0.0738,0.0194,通过
优质处方,0.2,0.15,12,426,100.66,94.08,107.7,0.0066,0.0376,通过
优质处方,0.2,0.15,12,427,107.62,96.58,119.92,0.0735,0.0603,通过
优质处方,0.2,0.15,12,428,89.54,82.09,97.66,-0.1105,0.0483,通过
优质处方,0.2,0.15,12,429,98.36,90.37,107.06,-0.0165,0.0472,通过
优质处方,0.2,0.15,12,430,101.89,93.2,111.39,0.0187,0.0496,通过
优质处方,0.2,0.15,12,431,97.07,89.92,104.78,-0.0298,0.0426,通过
优质处方,0.2,0.15,12,432,101.34,97.63,105.19,0.0133,0.0208,通过
优质处方,0.2,0.15,12,433,94.07,87.05,101.64,-0.0612,0.0431,通过
优质处方,0.2,0.15,12,434,104.36,95.36,114.21,0.0427,0.0502,通过
优质处方,0.2,0.15,12,435,100.55,90.25,112.03,0.0055,0.0602,通过
优质处方,0.2,0.15,12,436,95.25,88.78,102.2,-0.0486,0.0392,通过
优质处方,0.2,0.15,12,437,107.79,99.32,116.99,0.075,0.0456,通过
优质处方,0.2,0.15,12,438,100.81,91.01,111.67,0.0081,0.0569,通过
优质处方,0.2,0.15,12,439,105.33,94.71,117.13,0.0519,0.0592,通过
优质处方,0.2,0.15,12,440,96.26,90.95,101.87,-0.0382,0.0316,通过
优质处方,0.2,0.15,12,441,95.18,86.69,104.5,-0.0494,0.052,通过
优质处方,0.2,0.15,12,442,100.6,93.98,107.68,0.006,0.0379,通过
优质处方,0.2,0.15,12,443,93.39,85.32,102.23,-0.0684,0.0503,通过
优质处方,0.2,0.15,12,444,100.9,92.84,109.66,0.009,0.0463,通过
优质处方,0.2,0.15,12,445,104.74,98.1,111.83,0.0463,0.0365,通过
优质处方,0.2,0.15,12,446,104.84,97.32,112.95,0.0473,0.0415,通过
优质处方,0.2,0.15,12,447,100.18,95.0,105.66,0.0018,0.0296,通过
优质处方,0.2,0.15,12,448,108.82,100.5,117.82,0.0845,0.0443,通过
优质处方,0.2,0.15,12,449,101.19,92.55,110.64,0.0119,0.0497,通过
优质处方,0.2,0.15,12,450,102.79,93.51,112.99,0.0275,0.0527,通过
优质处方,0.2,0.15,12,451,98.22,92.28,104.54,-0.018,0.0347,通过
优质处方,0.2,0.15,12,452,103.88,95.42,113.1,0.0381,0.0473,通过
优质处方,0.2,0.15,12,453,104.66,93.79,116.79,0.0456,0.061,通过
优质处方,0.2,0.15,12,454,102.7,93.12,113.26,0.0266,0.0545,通过
优质处方,0.2,0.15,12,455,99.12,90.65,108.38,-0.0088,0.0497,通过
优质处方,0.2,0.15,12,456,104.22,96.67,112.36,0.0413,0.0419,通过
优质处方,0.2,0.15,12,457,98.4,92.37,104.82,-0.0162,0.0352,通过
优质处方,0.2,0.15,12,458,105.52,98.95,112.52,0.0537,0.0358,通过
优质处方,0.2,0.15,12,459,104.07,98.58,109.86,0.0399,0.0302,通过
优质处方,0.2,0.15,12,460,93.82,82.32,106.92,-0.0638,0.0728,通过
优质处方,0.2,0.15,12,461,102.13,92.7,112.52,0.0211,0.054,通过
优质处方,0.2,0.15,12,462,100.78,91.55,110.95,0.0078,0.0535,通过
优质处方,0.2,0.15,12,463,94.99,89.2,101.17,-0.0514,0.0351,通过
优质处方,0.2,0.15,12,464,98.75,91.76,106.28,-0.0125,0.0409,通过
优质处方,0.2,0.15,12,465,94.48,89.17,100.1,-0.0568,0.0322,通过
优质处方,0.2,0.15,12,466,105.55,98.21,113.44,0.054,0.0401,通过
优质处方,0.2,0.15,12,467,105.14,97.07,113.88,0.0501,0.0445,通过
优质处方,0.2,0.15,12,468,98.55,91.92,105.66,-0.0146,0.0388,通过
优质处方,0.2,0.15,12,469,97.8,91.9,104.07,-0.0223,0.0346,通过
优质处方,0.2,0.15,12,470,104.02,95.95,112.76,0.0394,0.0449,通过
优质处方,0.2,0.15,12,471,104.26,95.77,113.5,0.0417,0.0473,通过
优质处方,0.2,0.15,12,472,105.88,98.64,113.64,0.0571,0.0394,通过
优质处方,0.2,0.15,12,473,100.18,93.0,107.91,0.0018,0.0414,通过
优质处方,0.2,0.15,12,474,108.46,99.43,118.31,0.0812,0.0484,通过
优质处方,0.2,0.15,12,475,105.16,97.79,113.09,0.0503,0.0405,通过
优质处方,0.2,0.15,12,476,101.38,94.95,108.24,0.0137,0.0365,通过
优质处方,0.2,0.15,12,477,101.64,97.15,106.34,0.0163,0.0252,通过
优质处方,0.2,0.15,12,478,106.8,98.56,115.72,0.0657,0.0447,通过
优质处方,0.2,0.15,12,479,97.88,90.08,106.37,-0.0214,0.0463,通过
优质处方,0.2,0.15,12,480,105.66,96.43,115.77,0.055,0.0509,通过
优质处方,0.2,0.15,12,481,105.64,96.53,115.6,0.0548,0.0502,通过
优质处方,0.2,0.15,12,482,93.12,85.77,101.1,-0.0713,0.0458,通过
优质处方,0.2,0.15,12,483,95.43,89.63,101.61,-0.0468,0.0349,通过
优质处方,0.2,0.15,12,484,99.97,91.62,109.08,-0.0003,0.0486,通过
优质处方,0.2,0.15,12,485,104.06,96.08,112.7,0.0398,0.0444,通过
优质处方,0.2,0.15,12,486,98.63,91.07,106.81,-0.0138,0.0444,通过
优质处方,0.2,0.15,12,487,93.42,87.34,99.93,-0.068,0.0375,通过
优质处方,0.2,0.15,12,488,103.97,96.03,112.57,0.039,0.0442,通过
优质处方,0.2,0.15,12,489,100.08,89.02,112.52,0.0008,0.0652,通过
优质处方,0.2,0.15,12,490,102.02,93.18,111.71,0.02,0.0505,通过
优质处方,0.2,0.15,12,491,101.32,91.07,112.73,0.0131,0.0594,通过
优质处方,0.2,0.15,12,492,108.0,99.89,116.76,0.0769,0.0435,通过
优质处方,0.2,0.15,12,493,110.92,100.71,122.17,0.1037,0.0538,通过
优质处方,0.2,0.15,12,494,108.34,100.07,117.29,0.0801,0.0442,通过
优质处方,0.2,0.15,12,495,98.43,90.65,106.87,-0.0159,0.0458,通过
优质处方,0.2,0.15,12,496,98.9,94.99,102.97,-0.0111,0.0225,通过
优质处方,0.2,0.15,12,497,92.18,83.94,101.23,-0.0815,0.0521,通过
优质处方,0.2,0.15,12,498,96.11,91.24,101.23,-0.0397,0.0289,通过
优质处方,0.2,0.15,12,499,106.01,100.91,111.36,0.0583,0.0274,通过
优质处方,0.2,0.15,12,500,98.94,91.73,106.72,-0.0107,0.0421,通过
优质处方,0.2,0.15,18,1,98.05,91.41,105.18,-0.0197,0.0403,通过
优质处方,0.2,0.15,18,2,102.71,95.9,110.01,0.0268,0.0394,通过
优质处方,0.2,0.15,18,3,108.86,104.36,113.55,0.0848,0.0243,通过
优质处方,0.2,0.15,18,4,100.36,93.37,107.88,0.0036,0.0415,通过
优质处方,0.2,0.15,18,5,99.14,93.44,105.19,-0.0086,0.034,通过
优质处方,0.2,0.15,18,6,101.02,96.66,105.58,0.0102,0.0254,通过
优质处方,0.2,0.15,18,7,101.34,95.68,107.35,0.0134,0.0331,通过
优质处方,0.2,0.15,18,8,100.84,95.41,106.57,0.0084,0.0318,通过
优质处方,0.2,0.15,18,9,101.51,93.22,110.54,0.015,0.049,通过
优质处方,0.2,0.15,18,10,103.64,97.16,110.54,0.0357,0.0371,通过
优质处方,0.2,0.15,18,11,94.75,90.06,99.69,-0.0539,0.0292,通过
优质处方,0.2,0.15,18,12,103.63,96.62,111.15,0.0356,0.0403,通过
优质处方,0.2,0.15,18,13,101.75,95.19,108.76,0.0173,0.0383,通过
优质处方,0.2,0.15,18,14,103.52,96.31,111.27,0.0346,0.0415,通过
优质处方,0.2,0.15,18,15,106.26,98.34,114.81,0.0607,0.0445,通过
优质处方,0.2,0.15,18,16,100.72,93.95,107.97,0.0071,0.04,通过
优质处方,0.2,0.15,18,17,97.13,91.24,103.39,-0.0292,0.0359,通过
优质处方,0.2,0.15,18,18,103.64,97.0,110.73,0.0357,0.0381,通过
优质处方,0.2,0.15,18,19,99.27,95.53,103.17,-0.0073,0.0221,通过
优质处方,0.2,0.15,18,20,97.94,93.0,103.14,-0.0208,0.0298,通过
优质处方,0.2,0.15,18,21,94.04,87.17,101.45,-0.0614,0.0436,通过
优质处方,0.2,0.15,18,22,100.45,93.27,108.19,0.0045,0.0427,通过
优质处方,0.2,0.15,18,23,104.99,97.7,112.83,0.0487,0.0414,通过
优质处方,0.2,0.15,18,24,102.1,94.29,110.55,0.0208,0.0457,通过
优质处方,0.2,0.15,18,25,94.6,90.48,98.9,-0.0555,0.0256,通过
优质处方,0.2,0.15,18,26,105.49,99.88,111.41,0.0534,0.0314,通过
优质处方,0.2,0.15,18,27,108.13,102.57,114.0,0.0782,0.0304,通过
优质处方,0.2,0.15,18,28,102.69,97.43,108.24,0.0266,0.0303,通过
优质处方,0.2,0.15,18,29,99.54,93.49,105.99,-0.0046,0.036,通过
优质处方,0.2,0.15,18,30,101.18,96.49,106.09,0.0117,0.0273,通过
优质处方,0.2,0.15,18,31,102.22,94.15,110.98,0.022,0.0473,通过
优质处方,0.2,0.15,18,32,94.52,88.47,100.99,-0.0564,0.038,通过
优质处方,0.2,0.15,18,33,100.06,95.05,105.35,0.0006,0.0296,通过
优质处方,0.2,0.15,18,34,107.46,100.11,115.35,0.072,0.0407,通过
优质处方,0.2,0.15,18,35,100.83,95.4,106.56,0.0082,0.0318,通过
优质处方,0.2,0.15,18,36,99.58,93.51,106.04,-0.0042,0.0362,通过
优质处方,0.2,0.15,18,37,107.81,98.93,117.49,0.0752,0.0494,通过
优质处方,0.2,0.15,18,38,98.31,90.06,107.33,-0.017,0.0504,通过
优质处方,0.2,0.15,18,39,99.05,90.44,108.47,-0.0096,0.0523,通过
优质处方,0.2,0.15,18,40,98.43,91.62,105.74,-0.0158,0.0412,通过
优质处方,0.2,0.15,18,41,99.18,94.05,104.59,-0.0082,0.0305,通过
优质处方,0.2,0.15,18,42,101.59,94.72,108.97,0.0158,0.0403,通过
优质处方,0.2,0.15,18,43,102.76,97.12,108.73,0.0272,0.0325,通过
优质处方,0.2,0.15,18,44,103.95,95.92,112.65,0.0387,0.0462,通过
优质处方,0.2,0.15,18,45,110.48,101.0,120.85,0.0997,0.0516,通过
优质处方,0.2,0.15,18,46,98.96,90.3,108.45,-0.0105,0.0526,通过
优质处方,0.2,0.15,18,47,99.9,95.55,104.46,-0.001,0.0256,通过
优质处方,0.2,0.15,18,48,108.57,101.92,115.65,0.0822,0.0363,通过
优质处方,0.2,0.15,18,49,108.09,102.16,114.37,0.0778,0.0325,通过
优质处方,0.2,0.15,18,50,100.69,94.27,107.54,0.0069,0.0378,通过
优质处方,0.2,0.15,18,51,102.05,94.36,110.37,0.0203,0.0451,通过
优质处方,0.2,0.15,18,52,99.84,94.51,105.48,-0.0016,0.0316,通过
优质处方,0.2,0.15,18,53,100.04,94.59,105.8,0.0004,0.0322,通过
优质处方,0.2,0.15,18,54,100.31,94.74,106.22,0.0031,0.0329,通过
优质处方,0.2,0.15,18,55,103.54,97.0,110.52,0.0348,0.0375,通过
优质处方,0.2,0.15,18,56,99.13,92.43,106.33,-0.0087,0.0403,通过
优质处方,0.2,0.15,18,57,103.24,96.85,110.04,0.0319,0.0367,通过
优质处方,0.2,0.15,18,58,107.7,98.64,117.6,0.0742,0.0505,通过
优质处方,0.2,0.15,18,59,98.38,91.22,106.09,-0.0164,0.0434,通过
优质处方,0.2,0.15,18,60,97.87,92.57,103.47,-0.0216,0.032,通过
优质处方,0.2,0.15,18,61,100.67,95.31,106.34,0.0067,0.0315,通过
优质处方,0.2,0.15,18,62,94.64,88.74,100.94,-0.0551,0.037,通过
优质处方,0.2,0.15,18,63,105.77,100.72,111.07,0.0561,0.0281,通过
优质处方,0.2,0.15,18,64,98.77,92.52,105.43,-0.0124,0.0375,通过
优质处方,0.2,0.15,18,65,106.36,99.63,113.54,0.0617,0.0376,通过
优质处方,0.2,0.15,18,66,104.32,97.93,111.12,0.0423,0.0363,通过
优质处方,0.2,0.15,18,67,107.48,101.61,113.69,0.0721,0.0323,通过
优质处方,0.2,0.15,18,68,104.67,98.83,110.87,0.0457,0.033,通过
优质处方,0.2,0.15,18,69,100.79,95.36,106.52,0.0078,0.0318,通过
优质处方,0.2,0.15,18,70,103.11,98.02,108.46,0.0306,0.0291,通过
优质处方,0.2,0.15,18,71,103.81,96.88,111.24,0.0374,0.0397,通过
优质处方,0.2,0.15,18,72,100.2,93.69,107.17,0.002,0.0386,通过
优质处方,0.2,0.15,18,73,108.61,101.94,115.71,0.0826,0.0364,通过
优质处方,0.2,0.15,18,74,102.14,94.88,109.94,0.0211,0.0423,通过
优质处方,0.2,0.15,18,75,102.43,94.31,111.24,0.024,0.0475,通过
优质处方,0.2,0.15,18,76,102.76,96.34,109.62,0.0272,0.0371,通过
优质处方,0.2,0.15,18,77,99.88,94.54,105.53,-0.0012,0.0316,通过
优质处方,0.2,0.15,18,78,105.29,99.79,111.09,0.0516,0.0308,通过
优质处方,0.2,0.15,18,79,100.13,93.96,106.71,0.0013,0.0366,通过
优质处方,0.2,0.15,18,80,101.38,94.22,109.08,0.0137,0.0421,通过
优质处方,0.2,0.15,18,81,101.05,94.63,107.91,0.0105,0.0377,通过
优质处方,0.2,0.15,18,82,105.93,100.84,111.28,0.0576,0.0283,通过
优质处方,0.2,0.15,18,83,100.21,95.39,105.28,0.0021,0.0283,通过
优质处方,0.2,0.15,18,84,98.32,93.11,103.82,-0.017,0.0313,通过
优质处方,0.2,0.15,18,85,101.13,95.14,107.5,0.0113,0.0351,通过
优质处方,0.2,0.15,18,86,97.77,91.89,104.02,-0.0226,0.0357,通过
优质处方,0.2,0.15,18,87,98.03,91.41,105.13,-0.0199,0.0402,通过
优质处方,0.2,0.15,18,88,93.59,90.09,97.22,-0.0662,0.0219,通过
优质处方,0.2,0.15,18,89,104.56,97.89,111.69,0.0446,0.0379,通过
优质处方,0.2,0.15,18,90,106.26,99.51,113.48,0.0608,0.0378,通过
优质处方,0.2,0.15,18,91,101.46,95.41,107.9,0.0145,0.0354,通过
优质处方,0.2,0.15,18,92,109.68,103.6,116.12,0.0924,0.0328,通过
优质处方,0.2,0.15,18,93,98.22,93.9,102.73,-0.018,0.0258,通过
优质处方,0.2,0.15,18,94,104.88,99.18,110.92,0.0477,0.0322,通过
优质处方,0.2,0.15,18,95,104.91,98.09,112.2,0.0479,0.0386,通过
优质处方,0.2,0.15,18,96,106.85,100.18,113.97,0.0663,0.0371,通过
优质处方,0.2,0.15,18,97,103.05,96.03,110.58,0.03,0.0405,通过
优质处方,0.2,0.15,18,98,99.34,91.73,107.57,-0.0067,0.0458,通过
优质处方,0.2,0.15,18,99,98.38,91.63,105.64,-0.0163,0.0409,通过
优质处方,0.2,0.15,18,100,94.83,90.1,99.81,-0.0531,0.0294,通过
优质处方,0.2,0.15,18,101,106.49,99.92,113.49,0.0629,0.0366,通过
优质处方,0.2,0.15,18,102,102.35,97.6,107.34,0.0232,0.0273,通过
优质处方,0.2,0.15,18,103,107.02,100.37,114.11,0.0678,0.0369,通过
优质处方,0.2,0.15,18,104,105.71,97.8,114.26,0.0555,0.0447,通过
优质处方,0.2,0.15,18,105,104.14,96.34,112.57,0.0405,0.0448,通过
优质处方,0.2,0.15,18,106,101.03,95.57,106.81,0.0103,0.032,通过
优质处方,0.2,0.15,18,107,98.96,93.29,104.99,-0.0104,0.034,通过
优质处方,0.2,0.15,18,108,107.78,101.4,114.56,0.0749,0.0351,通过
优质处方,0.2,0.15,18,109,101.6,94.46,109.28,0.0159,0.0419,通过
优质处方,0.2,0.15,18,110,104.45,98.78,110.45,0.0436,0.0321,通过
优质处方,0.2,0.15,18,111,99.02,91.77,106.85,-0.0098,0.0437,通过
优质处方,0.2,0.15,18,112,94.74,89.54,100.24,-0.054,0.0324,通过
优质处方,0.2,0.15,18,113,110.78,103.22,118.9,0.1024,0.0407,通过
优质处方,0.2,0.15,18,114,97.37,92.61,102.37,-0.0267,0.0288,通过
优质处方,0.2,0.15,18,115,99.51,94.86,104.4,-0.0049,0.0275,通过
优质处方,0.2,0.15,18,116,99.63,94.91,104.58,-0.0037,0.0279,通过
优质处方,0.2,0.15,18,117,101.59,93.8,110.03,0.0158,0.0459,通过
优质处方,0.2,0.15,18,118,95.36,89.46,101.64,-0.0476,0.0367,通过
优质处方,0.2,0.15,18,119,106.94,100.93,113.32,0.0671,0.0333,通过
优质处方,0.2,0.15,18,120,97.64,92.08,103.54,-0.0239,0.0337,通过
优质处方,0.2,0.15,18,121,100.15,95.13,105.43,0.0015,0.0296,通过
优质处方,0.2,0.15,18,122,104.48,99.38,109.85,0.0439,0.0288,通过
优质处方,0.2,0.15,18,123,102.03,94.99,109.6,0.0201,0.0411,通过
优质处方,0.2,0.15,18,124,99.49,91.67,107.97,-0.0051,0.0471,通过
优质处方,0.2,0.15,18,125,97.39,90.47,104.84,-0.0264,0.0424,通过
优质处方,0.2,0.15,18,126,102.46,96.95,108.29,0.0243,0.0318,通过
优质处方,0.2,0.15,18,127,105.46,99.65,111.62,0.0532,0.0326,通过
优质处方,0.2,0.15,18,128,106.28,100.85,112.01,0.0609,0.0302,通过
优质处方,0.2,0.15,18,129,102.29,95.38,109.71,0.0227,0.0402,通过
优质处方,0.2,0.15,18,130,106.1,99.44,113.19,0.0592,0.0372,通过
优质处方,0.2,0.15,18,131,107.41,98.51,117.12,0.0715,0.0497,通过
优质处方,0.2,0.15,18,132,95.48,90.29,100.97,-0.0462,0.0321,通过
优质处方,0.2,0.15,18,133,99.28,93.17,105.8,-0.0072,0.0365,通过
优质处方,0.2,0.15,18,134,104.04,98.37,110.04,0.0396,0.0322,通过
优质处方,0.2,0.15,18,135,100.29,94.29,106.66,0.0028,0.0355,通过
优质处方,0.2,0.15,18,136,104.66,98.47,111.24,0.0455,0.035,通过
优质处方,0.2,0.15,18,137,98.86,93.57,104.44,-0.0115,0.0316,通过
优质处方,0.2,0.15,18,138,97.72,91.34,104.55,-0.0231,0.0388,通过
优质处方,0.2,0.15,18,139,99.66,92.44,107.44,-0.0035,0.0432,通过
优质处方,0.2,0.15,18,140,102.16,95.49,109.3,0.0214,0.0388,通过
